bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,price,house_age
2,1.0,1.5,0,0,3,6,1050,0,98168,1330,6600,123000,51
3,2.25,3.0,0,0,3,8,1210,0,98107,1780,5000,520000,1
4,2.25,1.0,0,0,4,7,1300,740,98028,1930,12000,506000,52
3,1.0,1.5,0,0,3,7,980,0,98118,2030,7200,425000,89
5,2.5,2.0,0,0,4,7,1990,0,98034,1990,7150,438000,41
4,2.5,1.0,0,0,4,9,2420,0,98004,3330,19910,1490000,48
4,2.0,1.0,0,0,3,7,1040,200,98122,1480,3500,375000,107
3,2.25,1.0,0,0,4,7,1240,290,98055,1500,7700,337500,47
4,2.25,1.0,0,0,3,7,1450,630,98058,1900,7980,300000,47
5,3.25,2.0,0,0,3,7,3570,0,98075,2690,5347,627000,10
5,4.25,2.0,0,0,3,10,3450,780,98033,2650,8076,1400000,7
4,2.5,2.0,0,0,3,9,2700,0,98029,2760,9219,674725,27
3,2.75,1.0,0,0,4,7,1280,920,98058,1670,7000,325000,38
5,2.0,2.0,0,0,3,7,1210,0,98023,1510,7700,230000,33
5,1.75,1.0,0,2,4,7,1220,920,98027,2520,14677,485000,53
4,2.5,1.5,0,2,3,8,2740,0,98022,2030,8638,315000,22
3,2.75,3.0,0,0,3,8,1370,0,98107,1320,1180,560000,12
4,3.0,2.0,0,0,3,8,2800,0,98038,3610,7845,444000,13
3,1.5,1.0,0,0,5,7,1060,0,98106,1300,6780,325000,38
2,1.0,1.0,0,0,4,6,790,0,98168,810,7128,118125,71
2,1.0,1.0,0,0,4,6,790,0,98168,810,7128,212000,71
4,2.5,2.0,0,0,3,9,2820,0,98038,2820,5150,428900,9
3,2.0,1.0,0,0,3,7,1850,0,98011,1770,9600,510000,47
3,1.5,1.0,0,0,4,7,1110,0,98052,1900,9720,416000,52
4,3.0,2.0,0,0,3,9,3230,0,98070,1600,144619,950000,16
3,1.5,1.0,0,0,4,7,980,480,98031,1400,8572,204000,35
6,8.0,2.5,0,3,4,13,8570,3480,98102,3940,8800,7700000,105
4,2.5,2.0,0,0,3,11,3480,0,98027,3290,9642,878000,20
4,3.0,3.0,0,2,3,9,2970,590,98112,1190,4000,1050000,19
2,1.0,1.0,0,0,3,6,840,0,98118,1270,4652,350000,63
3,1.75,1.0,0,0,4,8,1620,200,98115,2330,6050,659500,58
3,2.5,1.0,0,0,3,7,1120,510,98072,2050,15200,395000,27
4,2.5,2.0,0,2,4,7,1920,0,98022,1820,8628,308950,21
3,2.0,1.0,0,0,3,7,1750,0,98133,1370,1533,410000,60
4,3.0,1.0,0,0,5,8,1630,1120,98177,2440,7500,710000,49
1,1.0,1.0,0,0,4,5,620,0,98198,1300,12150,175000,39
3,2.0,1.0,0,0,4,8,1140,580,98074,1840,10098,508800,34
3,3.0,1.5,0,2,3,8,1500,300,98119,1670,5000,606400,86
3,1.75,1.0,0,0,3,7,1300,0,98092,1640,8698,245100,19
3,2.5,1.0,0,0,3,7,1320,650,98146,2030,8008,540000,34
3,1.5,1.0,0,0,3,7,1740,0,98028,1830,9513,415000,59
4,2.75,1.0,0,0,4,8,1180,750,98072,1880,10234,469500,35
3,1.75,1.0,0,0,4,7,1190,0,98023,2240,8325,195000,50
4,3.25,2.0,0,4,3,12,3020,1230,98006,4940,12941,1620000,19
4,3.5,2.0,0,0,3,12,4360,0,98074,4770,27521,1450000,17
3,2.5,1.0,0,4,3,10,2410,1010,98006,3460,14566,1200000,24
4,3.75,2.0,0,0,3,10,4260,0,98033,1950,8970,1070000,7
2,1.0,1.0,0,0,4,7,920,0,98033,1340,10000,555500,34
3,1.0,1.0,0,0,3,7,1040,0,98122,1170,4000,440000,65
3,1.0,1.0,0,2,3,7,960,300,98115,1540,7250,485000,75
3,2.5,2.0,0,0,3,9,2460,0,98052,2540,12229,693000,19
3,1.0,1.0,0,0,3,6,830,0,98133,1300,3844,295000,73
3,2.5,1.0,0,0,5,8,1050,1010,98006,2690,8850,700000,39
2,1.75,1.0,0,3,4,8,1560,650,98107,2140,5640,767500,64
6,4.25,2.0,0,0,4,10,5140,340,98031,2470,10429,800000,24
3,2.0,2.0,0,2,3,8,1860,0,98059,2500,217800,440000,17
3,2.5,1.0,0,0,4,7,1350,0,98077,2310,49222,600000,18
4,2.5,2.0,0,0,3,10,1930,860,98112,2320,5450,1160000,90
2,1.0,1.0,0,0,4,8,1150,420,98177,1680,8196,506000,63
4,1.75,1.0,0,1,3,9,1130,900,98166,2040,12425,474950,40
3,2.5,1.0,0,0,4,7,1320,1250,98199,1460,6250,654000,54
2,1.0,1.0,0,0,4,7,1000,210,98199,1840,6000,710000,73
4,2.25,1.0,0,0,4,7,1030,500,98027,1710,7627,620000,34
3,2.0,2.0,0,0,3,7,1510,0,98052,1900,10908,390000,31
3,2.25,1.0,0,0,4,7,1220,500,98052,1720,9600,550000,48
3,1.75,1.0,0,2,4,7,1390,800,98178,2180,7155,353000,62
4,2.5,1.0,0,0,3,8,1660,1370,98027,2740,36017,465000,35
3,2.0,1.0,0,0,4,7,1410,0,98042,1750,7150,279900,25
2,1.75,2.0,0,0,3,9,1679,0,98070,1850,358934,700000,14
4,1.0,1.0,0,0,4,7,1430,550,98027,1890,13140,395000,47
4,2.5,2.0,0,0,3,8,1900,0,98028,1830,10480,375000,37
4,1.0,1.5,0,0,4,7,1200,520,98115,1530,3500,547000,89
5,3.25,2.0,0,0,5,8,1640,840,98155,2270,10277,525000,22
3,1.0,1.5,0,0,3,7,1210,0,98117,1450,5264,285000,114
2,1.75,1.0,0,0,4,7,1190,350,98116,1950,4420,570000,107
3,2.5,2.0,0,0,3,9,2740,0,98042,2690,10554,409000,24
4,2.5,2.0,0,0,3,8,1811,0,98055,1811,4150,260000,8
4,2.5,1.0,0,0,4,8,2120,600,98058,2340,7700,348000,28
4,1.0,1.5,0,0,4,7,1520,0,98034,1540,7700,389000,44
4,2.75,1.0,0,0,4,7,1220,940,98034,1790,7614,445000,39
3,1.75,1.0,0,0,3,7,930,460,98117,1230,4800,400000,34
4,2.5,2.0,0,0,3,7,1740,0,98001,1720,6813,302000,16
3,2.5,2.0,0,0,3,10,2849,0,98074,3190,8897,798000,14
2,1.0,1.0,0,0,3,7,840,600,98155,1650,8461,335000,65
4,2.5,2.0,0,0,3,8,3000,0,98072,3000,6589,585000,10
4,4.0,1.0,0,0,4,10,3330,0,98006,3880,25493,2500000,54
4,2.25,1.0,0,0,3,7,860,860,98116,1720,4680,555000,75
3,3.0,2.0,1,4,4,11,3920,0,98040,3450,13287,3100000,19
3,2.5,2.0,0,0,3,7,1500,0,98006,2700,7734,295000,21
4,1.5,1.0,0,0,3,7,1050,1000,98001,1950,7350,265000,52
4,2.0,1.0,0,0,3,7,1180,0,98034,1210,7275,330000,50
4,1.5,2.0,0,0,4,6,1600,0,98118,1690,5750,286000,113
3,2.5,3.0,0,0,3,7,1160,100,98133,1190,1095,305000,6
2,1.0,1.0,0,0,3,6,1290,0,98115,1180,5376,970000,70
4,2.0,1.0,0,0,3,8,1460,1220,98188,2100,9199,525000,49
3,1.75,1.0,0,0,4,7,1280,1090,98045,1230,9775,355000,36
5,2.5,1.0,0,0,3,7,1300,1010,98034,1930,8303,469950,40
4,1.0,1.0,0,0,4,7,1450,0,98006,1260,8942,435000,61
4,2.5,2.0,0,0,4,8,2680,0,98031,2400,7700,363500,25
2,1.5,1.0,0,0,3,7,830,200,98109,1250,4000,595000,91
3,1.0,1.0,0,0,3,7,1320,0,98155,1320,8319,275000,60
2,1.0,1.0,0,0,4,6,670,0,98146,1080,9525,295000,73
3,2.25,2.0,0,0,3,9,2670,0,98042,2290,36284,345000,25
3,2.25,2.0,0,0,3,8,2090,350,98053,2150,24000,485000,24
5,2.5,2.0,0,0,3,9,3370,0,98004,2470,8113,1250000,10
2,1.0,1.0,0,0,3,7,940,0,98115,1340,5296,340500,92
3,1.0,1.0,0,0,3,6,840,260,98103,1280,5132,280000,67
3,2.25,2.0,0,0,3,9,2520,0,98001,1490,29972,449888,27
2,1.75,1.0,0,0,4,7,820,580,98116,1330,6786,483000,88
3,1.75,1.0,0,0,4,7,940,940,98125,1390,7200,445500,74
5,3.5,2.0,0,0,3,7,2800,0,98106,2190,7620,379900,20
4,3.5,2.0,0,0,3,8,1810,690,98052,2060,3295,599950,7
3,1.0,1.0,0,0,3,6,810,0,98166,1700,5245,215000,73
3,2.5,2.0,0,0,3,7,1720,0,98001,1610,7790,263000,28
4,1.0,1.0,0,0,5,7,2170,0,98033,1270,12844,565000,54
5,3.0,1.5,0,0,4,9,3200,1330,98077,3430,83199,950000,12
4,1.0,1.5,0,0,3,7,1440,0,98155,1440,9230,395000,69
4,3.25,2.0,0,3,3,10,1820,1030,98122,2130,4200,1540000,107
4,2.5,1.0,0,4,4,8,1620,1000,98117,2620,8905,922000,74
3,2.5,2.0,0,0,3,7,1676,0,98014,1410,18778,330000,18
4,3.75,2.0,0,0,4,12,4410,1440,98006,4830,36200,1530000,25
3,1.75,1.0,0,0,3,8,1910,0,98022,2510,9259,323000,11
2,2.0,1.0,0,0,3,8,1670,0,98053,1670,4996,554000,11
3,2.0,1.0,0,0,3,8,2050,0,98052,1980,11424,500000,28
5,3.5,1.0,0,0,3,10,2760,970,98075,3280,16679,775000,25
4,1.75,1.0,0,0,5,7,1080,720,98118,1870,5365,340000,36
4,1.75,1.0,0,0,3,7,1320,910,98008,1580,7500,560000,30
3,2.5,2.0,0,0,3,8,1670,0,98042,1920,5298,304000,13
3,1.0,1.0,0,0,3,6,1400,0,98034,1430,10000,279900,53
5,3.0,2.0,0,0,3,7,2110,0,98030,1460,10400,315000,10
4,2.0,1.5,0,1,4,8,2160,0,98116,1980,5152,849000,87
3,1.75,1.0,0,0,3,8,1380,1040,98023,2550,14675,325000,38
4,3.5,2.0,0,0,3,9,3320,0,98075,3160,9226,786000,10
5,2.75,2.0,0,0,3,9,3220,0,98001,2876,11521,384000,16
3,1.5,1.5,0,1,3,9,1340,0,98105,2600,6000,907000,88
3,2.5,2.0,0,0,3,9,2490,0,98053,2900,34705,700000,22
3,2.0,1.0,0,0,4,7,1640,0,98038,1510,7180,269500,24
3,2.25,1.0,0,0,3,7,1130,290,98031,1730,7419,269000,31
4,2.5,2.0,0,0,3,10,3340,0,98053,3730,123600,749950,10
3,2.75,2.0,0,0,3,7,1580,0,98019,1770,3799,325000,14
3,1.5,1.0,1,2,3,10,1130,1040,98052,3130,13875,1150000,36
3,1.5,1.0,0,0,4,7,1370,0,98056,1730,9465,406000,53
4,2.5,2.0,0,0,3,10,2840,0,98074,2540,10200,650000,25
3,1.75,1.5,0,0,4,8,1940,0,98022,1650,7500,295000,97
4,2.0,1.0,0,2,5,7,1757,0,98198,1850,11125,375000,60
2,1.0,1.0,0,0,4,6,980,0,98117,1190,5100,395000,108
6,3.0,2.0,0,0,3,8,2470,0,98007,2470,9151,609000,33
3,1.75,1.0,0,2,3,7,1210,400,98052,1610,9363,510000,31
3,2.25,1.0,0,0,3,7,1090,500,98001,1540,12530,190000,37
1,1.0,1.0,0,0,3,7,780,0,98122,1040,1319,250000,93
3,1.5,1.0,0,1,1,5,720,0,98126,2600,7360,295000,91
3,1.5,1.5,0,0,4,8,1630,0,98115,1950,4080,740000,88
3,1.0,2.0,0,0,4,7,1590,0,98065,1600,7200,323000,103
3,2.75,2.0,0,0,3,10,2020,290,98027,2340,2155,713000,4
3,1.75,2.0,0,3,3,8,2040,280,98199,3110,7052,1070000,76
3,1.75,2.0,0,0,3,8,1660,0,98033,1720,6600,460000,37
3,1.75,1.5,0,0,3,8,2070,0,98144,2630,5000,880000,95
4,1.75,1.0,0,0,3,7,1250,1250,98199,1680,7000,585000,68
2,1.0,1.0,0,0,4,7,940,0,98166,1050,8100,249950,56
3,2.5,2.0,0,0,3,10,1520,470,98199,1710,6157,450000,25
3,2.5,2.0,0,0,4,9,2620,0,98042,3010,14096,450000,26
4,3.25,3.0,0,2,3,11,3730,0,98109,3730,7680,1780000,30
3,3.25,3.0,0,0,3,8,1600,0,98117,1600,1348,350000,16
3,2.5,2.0,0,0,3,7,2095,0,98002,1805,3402,292500,7
4,2.75,2.0,0,0,4,10,4230,0,98072,4080,35576,879000,30
4,2.5,1.5,0,1,5,8,1860,1340,98115,2500,6500,1180000,67
4,2.75,1.0,0,0,4,7,1300,750,98075,2960,20908,584999,48
4,2.75,1.0,0,0,5,7,1300,720,98133,1920,8089,366000,54
4,2.25,1.0,0,0,4,10,2000,1270,98040,4100,15760,987500,41
3,1.0,1.0,0,0,4,7,1320,0,98056,1720,7249,300000,56
2,1.75,1.0,0,0,4,7,890,380,98058,2020,8025,299000,34
4,1.75,1.5,0,0,3,8,1210,770,98115,1720,2910,560000,84
3,2.5,2.0,0,0,3,9,2620,0,98077,2620,37042,695000,17
4,1.75,1.0,0,0,3,7,1220,530,98059,1840,17424,360000,38
3,1.0,1.0,0,0,4,6,800,240,98023,820,9000,183500,57
3,1.75,1.5,0,0,5,7,1070,830,98118,1130,6000,311000,112
3,1.75,1.0,0,0,4,7,1660,0,98032,2150,7350,263000,38
3,1.75,1.0,0,0,5,7,1530,0,98038,1610,7930,269000,29
4,3.5,2.0,0,0,3,11,4280,0,98004,2360,10031,1600000,10
4,2.5,2.0,0,0,3,8,2870,0,98065,2770,6658,564000,11
3,2.5,2.0,0,0,3,9,2540,0,98059,2380,6303,425000,16
4,2.75,1.5,0,0,4,7,1780,320,98105,2050,4480,679000,87
3,2.0,1.0,0,0,4,7,1740,0,98166,1540,9638,410000,63
4,2.5,2.0,0,0,3,8,2441,0,98023,2724,7357,340000,8
3,1.75,1.0,0,0,5,7,1030,780,98146,1950,8384,360000,56
3,1.5,1.0,0,0,3,8,2060,0,98077,2320,43995,450000,62
4,2.75,1.0,0,3,4,7,1620,1540,98178,1760,6780,552000,33
4,2.0,1.5,0,0,4,8,2930,0,98092,1960,10920,294000,50
2,1.0,1.0,0,0,3,7,910,400,98115,1320,4794,663500,69
6,4.5,2.0,0,0,3,10,3580,1220,98112,2180,6037,1980000,8
4,1.5,1.0,0,0,4,6,1450,0,98042,1060,5200,175409,46
4,3.0,2.0,0,0,3,7,1900,0,98155,1900,12868,459000,61
3,1.0,1.5,0,0,4,7,1050,0,98144,1510,4685,339950,109
5,1.75,1.0,0,0,3,6,1610,0,98024,1410,10500,393000,79
2,1.0,1.0,0,0,5,6,720,0,98133,1690,8075,275500,64
3,1.0,1.0,0,0,5,7,1020,0,98006,1210,9622,485000,60
3,1.0,1.0,0,0,4,7,1250,0,98059,1440,9648,250000,55
4,3.5,1.0,0,0,3,8,2700,500,98005,1640,8506,935100,35
3,1.0,1.0,0,0,4,6,990,0,98002,1216,10364,245000,56
4,2.5,2.0,0,0,4,9,2850,0,98056,2480,12672,670000,26
3,3.5,2.0,0,0,3,10,3500,740,98040,3120,16440,1390000,21
4,1.75,1.0,0,0,4,7,1400,1400,98027,2560,61419,440000,37
2,2.5,2.0,0,0,3,9,2310,0,98119,2700,5670,1250000,9
3,1.75,1.0,0,0,4,7,1200,290,98092,1540,8000,203000,37
4,2.5,2.0,0,0,3,9,1840,0,98052,2120,4011,583000,10
3,1.0,1.0,0,0,3,7,1740,0,98125,1490,6509,575000,61
4,3.5,2.0,0,0,3,11,2880,400,98112,2050,3800,2580000,4
5,3.5,2.0,0,3,3,10,3020,1030,98040,3880,18321,1600000,42
4,2.5,2.0,0,0,3,7,2160,0,98030,1990,7971,312500,22
3,2.75,3.0,0,2,3,8,2720,0,98042,2290,15188,455000,29
5,3.0,1.0,0,3,4,9,1860,1790,98006,3150,10400,1310000,37
4,2.25,1.0,0,0,3,7,1150,600,98115,1350,6120,605000,53
3,2.25,1.0,0,0,3,7,1770,680,98045,1340,121097,325000,37
3,1.75,1.0,0,0,3,8,1470,470,98052,2360,8865,630000,33
4,3.75,2.0,0,0,3,9,3280,0,98006,2900,10108,928950,1
3,1.75,1.0,0,0,3,8,1800,680,98177,2480,10400,489950,39
3,2.25,1.0,0,0,3,8,1590,530,98074,2120,12997,550000,31
3,2.0,1.0,0,0,3,8,1260,450,98003,1760,8120,237000,47
3,2.5,1.0,0,0,3,7,1310,380,98028,1690,10113,390000,24
3,2.5,2.0,0,0,3,9,2190,0,98074,2470,10472,665000,28
4,3.0,1.0,0,0,3,7,1170,790,98106,1960,5160,277000,14
3,1.0,1.5,0,0,3,7,1510,0,98105,1680,4000,545000,106
3,2.5,2.0,0,0,3,10,1300,190,98199,1490,1715,615000,7
3,1.75,1.0,0,0,3,7,1400,810,98178,2220,7920,343000,49
4,2.5,2.0,0,0,3,9,2340,0,98125,1920,9116,597000,11
3,1.0,1.0,0,0,3,6,940,0,98004,2280,19000,600000,70
3,1.75,1.0,0,0,3,8,1470,0,98074,1720,6584,479000,28
3,1.75,1.0,0,0,4,7,1650,0,98056,1370,12495,292000,57
3,1.5,1.0,0,0,3,7,1110,290,98166,1690,7597,265000,58
4,2.5,2.0,0,0,3,9,2710,0,98077,2560,38190,623000,27
4,2.5,1.0,0,0,3,7,1420,730,98024,2010,35717,486000,37
3,2.0,1.0,0,0,4,7,950,950,98115,1400,6380,520500,75
4,3.5,1.0,0,0,3,11,4380,0,98053,5170,62291,1300000,14
4,1.0,1.5,0,4,4,7,2150,140,98144,2390,6300,825000,94
3,1.75,1.0,0,0,3,7,1690,0,98030,1680,7425,259900,29
5,2.75,1.0,0,0,5,9,1600,1490,98040,2280,10800,1170000,47
2,1.0,1.0,0,1,3,6,720,400,98118,2160,6480,245000,111
3,2.5,1.0,0,0,5,8,1440,1240,98199,2320,6000,830200,64
4,2.5,2.0,0,0,3,9,2400,0,98029,2330,7756,650000,25
4,2.0,1.0,0,0,4,7,1610,0,98118,1310,6000,305000,63
5,2.5,2.0,0,0,3,8,3470,0,98074,2220,12283,599000,37
4,2.5,2.0,0,0,3,8,2070,0,98092,1940,6175,272000,22
3,2.5,2.0,0,0,3,8,2420,0,98038,1950,8534,415000,19
4,2.25,1.0,0,0,4,8,1760,620,98042,1940,7400,319000,36
4,1.75,1.0,0,0,4,7,1060,1060,98028,2200,12580,425000,55
4,2.5,1.0,0,0,4,8,1250,940,98023,2100,8840,297500,37
4,2.5,2.0,0,0,4,10,2740,0,98075,2830,9453,725000,25
3,2.5,2.0,0,0,4,8,1830,0,98042,2070,7585,325000,20
3,1.75,1.0,0,0,4,7,970,400,98052,1650,8472,460000,43
3,1.0,1.0,0,0,3,7,1000,0,98027,1140,16846,396480,56
3,1.0,2.0,0,0,3,8,1950,100,98112,2220,4800,1030000,93
3,2.75,1.0,0,0,4,7,1170,580,98155,1810,8760,370000,36
3,1.0,1.0,0,0,4,6,1620,0,98038,1260,10370,260656,46
3,2.5,2.0,0,0,3,8,1710,0,98028,1610,12160,431000,19
3,1.0,1.0,0,0,3,7,1060,0,98106,1220,4600,320000,57
3,2.75,1.0,0,0,4,8,1380,790,98032,2170,7700,296500,37
4,2.5,1.0,0,0,3,7,1540,1540,98052,1550,8125,679000,46
3,3.0,2.0,0,0,3,7,1080,240,98144,1780,7715,359000,12
4,3.0,1.0,0,0,3,7,1920,0,98168,1530,10230,330000,53
4,2.5,2.0,0,0,3,7,2440,0,98038,2410,4502,350000,6
3,1.5,1.0,0,0,4,7,1640,0,98146,1540,9040,242000,52
3,2.5,2.0,0,0,3,9,2420,0,98077,2780,179467,692500,18
2,1.5,1.0,0,0,3,7,990,200,98115,1410,3150,441000,96
4,2.5,2.0,0,0,3,10,2910,0,98052,2870,13992,765000,25
2,1.0,1.0,0,0,3,7,1010,0,98116,2310,5000,375000,65
3,1.75,1.0,0,0,5,7,1220,860,98166,1770,7860,365000,60
2,1.5,1.0,0,0,3,6,1430,560,98199,1350,6000,580000,71
4,3.5,1.0,0,1,3,10,2240,1680,98040,3800,13749,1610000,10
4,2.5,2.0,0,0,4,9,3080,0,98007,2920,12221,841000,34
5,3.0,1.0,0,0,3,7,1370,1300,98052,2580,10703,515000,34
5,2.5,1.0,0,0,4,8,2160,2160,98038,2480,107157,565000,48
2,1.5,1.0,0,0,3,7,1200,0,98115,1290,6598,365000,86
3,1.5,2.0,0,0,4,7,1640,0,98108,1240,5100,295000,107
2,1.0,1.0,0,0,4,7,870,0,98116,1100,5750,406500,68
3,2.5,2.0,0,0,3,8,2410,0,98125,1940,8347,614905,24
5,2.25,1.0,0,0,4,7,1770,870,98039,3240,17904,1400000,86
2,1.0,2.0,0,0,3,7,990,0,98056,1350,7295,250000,34
5,1.0,2.0,0,0,3,7,1500,0,98117,1350,4080,549000,86
4,2.5,2.0,0,0,3,7,1790,0,98059,1950,5180,397000,10
3,1.75,1.0,0,0,4,7,1490,0,98001,2488,4981,184000,53
4,3.25,2.0,0,2,3,12,3100,860,98105,3960,15050,2500000,77
3,1.5,1.0,0,0,3,7,1620,0,98115,1380,6130,499100,61
4,1.5,1.0,0,0,3,8,1290,980,98115,2120,5987,676101,61
3,1.0,1.0,0,0,4,6,990,160,98155,1200,8145,290000,83
4,1.75,1.0,0,0,4,7,1560,620,98133,1810,7352,390000,53
3,1.0,1.0,0,0,3,7,910,0,98117,1370,5000,465000,67
3,2.75,1.5,0,0,3,8,2370,400,98155,1640,54707,470000,77
3,1.0,1.0,0,0,4,6,940,0,98008,1250,7590,435000,56
3,1.75,1.0,0,0,4,8,1860,550,98058,2750,9600,415000,48
3,2.0,1.5,0,0,3,7,1010,0,98122,1330,3000,450000,110
3,2.5,1.0,0,1,3,9,2120,0,98070,1304,92423,645000,18
4,2.0,2.0,0,0,3,7,1530,0,98058,1500,8712,231000,73
3,1.5,1.0,0,0,5,7,1810,0,98022,1540,40415,358000,46
3,1.0,1.0,0,0,5,6,1040,0,98070,1250,9600,330000,43
2,1.5,2.0,0,0,3,7,1160,0,98034,1160,1566,229950,43
2,1.5,1.0,0,0,3,7,1130,300,98125,1430,8137,403250,81
3,2.5,2.0,0,0,3,8,2280,0,98065,2640,6167,470000,11
3,1.0,1.0,0,0,4,7,1200,0,98038,1590,7800,239000,48
4,1.5,1.0,0,0,3,8,1520,960,98136,1810,6000,579000,60
3,2.0,3.0,0,0,3,8,1270,0,98103,1180,1360,380500,12
5,2.75,2.0,0,0,3,8,2730,0,98072,2520,6126,614285,0
2,2.0,2.0,0,0,3,8,1340,0,98029,1410,1375,376000,12
3,1.0,1.0,0,0,3,7,1240,0,98148,1250,9300,290000,61
4,2.25,1.0,0,0,4,8,1800,600,98034,2210,7210,487000,50
4,2.0,2.0,0,0,3,7,1220,0,98122,1220,3750,935000,112
4,2.5,2.0,0,0,3,7,2163,0,98001,1760,9600,255000,9
2,2.5,2.0,0,0,3,7,1860,0,98028,1860,4246,380000,15
2,1.0,1.0,0,0,3,6,810,0,98115,1890,5253,450000,57
3,2.5,2.0,0,0,3,8,1950,0,98027,1980,8479,622000,28
3,2.25,2.0,0,0,3,8,1390,0,98038,1630,6397,292500,22
4,3.0,2.0,0,3,4,8,1830,290,98119,2120,3600,1320000,107
4,2.0,1.0,0,0,5,7,870,640,98144,1420,5160,410000,114
3,1.75,1.0,0,0,3,6,1010,0,98106,750,4515,160000,65
4,1.5,2.0,0,0,4,8,1840,0,98112,2250,4337,809000,98
5,2.75,1.0,0,0,3,7,1650,0,98118,1670,5885,183750,45
5,1.75,1.0,0,0,4,8,1430,1430,98133,1920,18110,411000,68
3,1.75,2.0,0,0,3,9,2250,400,98112,1440,5100,1050000,31
2,1.0,1.0,0,0,3,7,1100,0,98109,1900,4000,625000,96
3,2.25,2.0,0,0,3,7,1646,0,98038,1975,8889,305000,21
4,4.5,2.0,0,0,3,10,5250,0,98059,2500,48352,915000,17
3,1.5,1.0,0,0,4,7,1390,0,98019,1470,7500,317000,41
2,1.0,1.0,0,0,3,6,780,0,98106,1270,6960,165000,68
2,1.0,1.0,0,0,3,7,1090,400,98112,1590,6000,575000,69
3,1.0,1.0,0,0,4,6,970,0,98003,970,7650,219900,48
4,3.25,2.0,0,0,3,10,2810,920,98033,2490,7200,1490000,9
3,1.0,1.0,0,0,4,7,1090,0,98052,1720,10419,300000,60
3,1.75,1.0,0,0,3,7,1940,0,98038,2060,108900,520000,24
4,2.25,1.0,0,0,4,8,1480,300,98032,1780,8625,310000,49
3,2.0,1.0,0,0,3,7,1190,0,98056,1920,8195,322500,19
4,2.25,2.0,0,1,4,7,2000,0,98023,2170,10374,320000,48
3,2.5,2.0,0,0,3,7,1390,0,98065,2340,4125,440000,11
3,1.0,1.0,0,0,3,7,1120,380,98117,1440,4500,578000,77
2,1.5,3.0,0,0,3,8,1070,0,98107,1320,1193,382000,10
3,2.5,2.0,0,0,3,8,1720,0,98029,1780,3974,535000,21
4,2.5,2.0,0,0,3,10,3680,0,98038,3310,7180,679000,9
3,2.25,1.0,0,0,4,7,1040,360,98058,1860,9318,258900,30
3,1.5,2.0,0,0,3,8,1270,460,98125,1810,8795,563000,60
5,3.0,2.0,0,0,3,8,2795,0,98019,2750,14567,562000,19
4,1.75,1.0,0,0,5,8,1120,880,98117,1370,5000,725000,65
3,2.5,2.0,0,0,3,8,1830,0,98023,1770,8372,236775,28
4,3.5,1.0,0,1,5,9,1690,1690,98033,1890,8400,860000,63
3,1.5,1.0,0,0,5,7,1500,0,98125,1420,6337,270000,62
4,2.75,1.0,0,2,4,7,1250,700,98008,1950,8560,621000,55
3,2.5,2.0,0,2,3,8,2490,0,98065,2420,6381,527900,17
4,2.25,2.0,0,0,4,8,1780,0,98072,2070,37680,395000,51
3,2.0,1.0,0,0,5,7,1110,0,98045,1230,10395,320000,37
4,2.5,2.0,0,0,3,8,2500,0,98042,2690,4750,300000,12
3,1.75,1.0,0,0,4,7,1480,0,98056,1430,7201,320000,50
3,2.25,1.0,0,0,3,9,2570,0,98053,2570,106722,625000,36
2,1.0,1.0,0,0,3,6,810,0,98116,900,5060,505000,74
4,2.5,1.0,0,0,4,8,1560,1140,98030,2460,6310,300000,49
4,2.5,2.0,0,0,3,8,2180,0,98042,2520,9520,363000,11
4,3.5,2.0,0,0,4,11,3230,1100,98040,3840,14311,1700000,27
4,3.5,2.0,0,0,3,10,4210,0,98008,3860,10200,1150000,9
4,2.5,1.0,0,0,3,8,1780,1100,98052,2500,10265,680000,38
5,2.25,2.0,0,0,5,7,1750,860,98115,2160,4080,678940,106
3,1.75,1.0,0,0,4,7,1090,920,98031,1560,8065,299000,31
4,1.75,1.0,0,0,4,7,1000,500,98028,1740,11600,379900,60
3,1.0,1.0,0,0,5,7,1290,0,98023,1690,6860,205000,39
4,1.0,1.5,0,0,3,7,1320,0,98122,1260,4440,387500,86
3,1.0,1.0,0,0,3,6,790,500,98106,1110,4720,256000,67
4,2.5,2.0,0,0,3,9,2440,0,98056,2590,14754,548000,21
3,1.75,1.0,0,0,3,7,1290,0,98032,1310,4811,163000,19
2,2.0,2.0,0,0,3,8,680,350,98116,1120,1267,367500,11
3,2.25,2.0,0,0,3,6,1240,400,98118,1500,3960,390000,32
4,2.5,1.0,0,0,4,7,1160,0,98155,1570,12645,415000,26
4,2.25,2.0,0,0,4,8,2230,0,98011,2160,9412,449000,47
5,2.0,1.0,0,0,4,7,1010,900,98007,1700,9179,460000,52
4,2.0,1.0,0,0,3,7,1980,0,98053,1420,12300,395000,38
3,2.0,1.0,0,0,3,7,1470,0,98042,1720,14406,300000,54
3,1.75,1.0,0,0,4,7,1520,0,98055,1650,7500,345000,46
3,1.75,1.0,0,0,4,7,1930,0,98004,1790,8442,825000,62
3,2.5,3.0,0,0,3,8,1330,0,98117,1330,5000,539950,1
4,2.0,1.0,0,0,3,7,1580,0,98033,1580,10552,410000,62
3,1.0,1.0,0,0,3,7,1370,0,98146,1370,9520,245000,60
